笠翁对韵11,箴对()，缶对()。萤炤对()。轻裾对()，瑞草对()。流涕策，()。喉舌对()。云中熊虎将，()。禹庙千年垂桔柚，()。湘竹含烟，腰下轻纱笼玳瑁；()。,()对赞，()对卮。()对蚕丝。()对长袖，()对灵芝。()，断肠诗。()对腰肢。()，天上凤凰儿。()，尧阶三尺覆茅茨。()；海棠经雨，脸边清泪湿胭脂。
笠翁对韵12,争对()，望对()。野葛对()。仙风对()，天造对()。专诸剑，()。经纬对()。位尊民物主，()。望切不妨人去远，()。金屋闭来，赋乞茂林题柱笔；()。,()对让，()对思。()对山栀。()对道骨，()对人为。()，博浪椎。()对干支。()，德重帝王师。()，心忙无奈马行迟。()；玉楼成后，记须昌谷负囊词。
笠翁对韵13,贤对()，是对()。觉奥对()。鱼书对()，草舍对()。鸡晓唱，()。红瘦对()。举杯邀月饮，()。黄盖能成赤壁捷，()。太白书堂，瀑泉垂地三千尺；()。,()对圣，()对非。()对参微。()对雁字，()对柴扉。()，雉朝飞。()对绿肥。()，骑马踏花归。()，陈平善解白登危。()；孔明祀庙，老柏参天四十围。
笠翁对韵14,戈对()，幄对()。荡荡对()。严滩对()，靖菊对()。占鸿渐，()。虎榜对()。心中罗锦绣，()。宽宏豁达高皇量，()。灭项兴刘，狡兔尽时走狗死；()。,()对甲，()对帏。()对巍巍。()对邵圃，()对夷薇。()，采凤飞。()对龙旗。()，口内吐珠玑。()，叱咤暗哑霸主威。()；连吴拒魏，貔貅屯处卧龙归。
笠翁对韵15,衰对()，密对()。祭服对()。鸡窗对()，秋榜对()。乌衣巷，()。久别对()。天姿真窈窕，()。蟠桃紫阙来金母，()。霸主军营，亚父丹心撞玉斗；()。,()对盛，()对稀。()对朝衣。()对雁塔，()对春闱。()，燕子矶。()对初归。()，圣德实光辉。()，岭荔红尘进玉妃。()；长安酒市，谪仙狂兴换银龟。
笠翁对韵16,羹对()，柳对()。短袖对()。鸡冠对()，芍药对()。周有若，()。玉屋对()。月明山寺远，()。壮士腰间三尺剑，()。疏影暗香，和靖孤山梅蕊放；()。,()对饭，()对榆。()对长裾。()对凤尾，()对芙蕖。()，汉相如。()对匡庐。()，风细水亭虚。()，男儿腹内五车书。()；轻阴清昼，渊明旧宅柳条舒。
笠翁对韵17,吾对()，尔对()。选授对()。书籍对()，耒耜对()。参虽鲁，()。阀阅对()。诸侯知乘国，()。穿云采药闻仙犬，()。玉兔金乌，二气精灵为日月；()。,()对汝，()对余。()对升除。()对药柜，()对耰锄。()，回不愚。()对阎闾。()，命妇七香车。()，踏雪寻梅策蹇驴。()；洛龟河马，五行生克在图书。
笠翁对韵18,欹对()，密对()。囊橐对()。罗浮对()，水曲对()。骖鹤驾，()。杰溺对()。搏虎卞庄子，()。南阳高土吟梁妇，()。三径风光，白石黄花供杖履；()。,()对正，()对疏。()对苞苴。()对壶峤，()对山纡。()，待鸾舆。()对长沮。()，当熊冯婕妤。()，西蜀才人赋子虚。()；五湖烟景，青山绿水在樵渔。
笠翁对韵19,红对()，有对()。布谷对()。毛椎对()，天阙对()。谢蝴蝶，()。蹈海对()。花肥春雨润，()。麦饭豆麋终创汉，()。琴调轻弹，杨柳月中潜去听；()。,()对白，()对无。()对提壶。()对羽扇，()对皇都。()，郑鹧鸪。()对归湖。()，竹瘦晚风疏。()，尊羹胪脍竟归吴。()；酒旗斜挂，杏花村里共来沽。
笠翁对韵20,罗对()，茗对()。柏秀对()。中元对()，返璧对()。云梦泽，()。玉烛对()。苍头犀角带，()。松阴白鹤声相应，()。竹户半开，对牖不知人在否？()。,()对绮，()对蔬。()对松枯。()对上巳，()对还珠。()，洞庭湖。()对冰壶。()，绿鬓象牙梳。()，镜里青鸾影不孤。()？柴门深闭，停车还有客来无。
笠翁对韵21,宾对()，婢对()。宝鸭对()。升堂对()，鼓瑟对()。砚合璧，()。提饔对()。仰高红日尽，()。歆向秘书窥二酉，()。祖饯三杯，老去常斟花下酒；()。,()对主，()对奴。()对金凫。()对入室，()对投壶。()，颂联珠。()对当垆。()，望远白云孤。()，机云芳誉动三吴。()；荒田五亩，归来独荷月中锄。
笠翁对韵22,君对()，魏对()。北岳对()。菜蔬对()，苣笋对()。梅花数，()。廷议对()。两都班固赋，()。田庆紫荆堂下茂，()。出塞中郎，羝有乳时归汉室；()。,()对父，()对吴。()对西湖。()对茶饭，()对菖蒲。()，竹叶符。()对山呼。()，八阵孔明图。()，王裒青柏墓前枯。()；质秦太子，马生角日返燕都。
笠翁对韵23,鸾对()，犬对()。塞北对()。长生对()，老幼对()。颂竹策，()。剥枣对()。绵腰如弱柳，()。狡龟能穿三穴隐，()。角里先生，策杖垂绅扶少主；()。,()对凤，()对鸡。()对关西。()对益智，()对旅倪。()，剪桐圭。()对蒸梨。()，嫩手似柔荑。()，鹪鹩权借一枝栖。()；于陵仲子，辟纑织履赖贤妻。
笠翁对韵24,鸣对()，泛对()。燕语对()。珊瑚对()，琥珀对()。绛县老，()。测蠡对()。榆槐堪作荫，()。投巫救女西门豹，()。阙里门墙，陋巷规模原不陋；()。,()对吠，()对栖。()对莺啼。()对玛瑙，()对玻璃。()，伯州梨。()对然犀。()，桃李自成蹊。()，赁浣逢到百里奚。()；隋堤基址，迷楼踪迹亦全迷。
笠翁对韵25,越对()，楚对()。柳岸对()。纱窗对()，画阁对()。修月斧，()。螮蝀对()。行乐游春圃，()。李广不封空射虎，()。按辔徐行，细柳功成劳王敬；()。,()对赵，()对齐。()对桃溪。()对绣户，()对香闺。()，上天梯。()对虹霓。()，工谀病夏畦。()，魏明得立为存麂。()；闻声稍卧，临泾名震止儿啼。
笠翁对韵26,门对()，陌对()。枝叶对()。斗鸡对()，凤髻对()。登楚岫，()。子规对()。石鼎龙头缩，()。百年诗礼延余庆，()。能辨明伦，死矣野哉悲季路；()。,()对户，()对街。()对根荄。()对挥麈，()对鸾钗。()，渡秦淮。()对夫差。()，银筝雁翅排。()，万里风云入壮怀。()；不由径袜，生乎愚也有高柴。
笠翁对韵27,冠对()，袜对()。海角对()。鸡人对()，六市对()。陈俎豆，()。皎皎对()。贤相聚东阁，()。梦里山川书越绝，()。三径萧疏，彭泽高凤怡五柳；()。,()对履，()对鞋。()对天涯。()对虎旅，()对三街。()，戏堆埋。()对皑皑。()，良明集小斋。()，枕边风月记齐谐。()；六朝华贵，琅琊佳气种三槐。
笠翁对韵28,勤对()，巧对()。水榭对()。冰桃对()，漏箭对()。寒翠袖，()。慷慨对()。竹径风声籁，()。携囊佳句随时贮，()。江海孤踪，云浪风涛惊旅梦；()。,()对俭，()对乖。()对山斋。()对雪藕，()对更牌。()，贵金钗。()对诙谐。()，花溪月影筛。()，荷鍤沉酣到处埋。()；乡关万里，烟峦云树切归怀。
笠翁对韵29,杞对()，桧对()。水泊对()。舞裙对()，玉陛对()。风入袂，()。虎兕对()。马融堂上帐，()。北面黉宫宜拾芥，()。锦缆春江，横笛洞箫通碧落；()。,()对梓，()对楷。()对山崖。()对歌袖，()对瑶阶。()，月盈怀。()对狼豺。()，羊侃水中斋。()，东巡岱畤定燔柴。()；华灯夜月，遗簪堕翠遍香街。
笠翁对韵30,春对()，喜对()。大手对()。风清对()，地阔对()。游阆苑，()。七政对()。青龙壶老杖，()。香风十里望仙阁，()。玉洁冰桃，王母几因求道降；()。,()对夏，()对哀。()对长才。()对月朗，()对天开。()，醉蓬莱。()对三台。()，白燕玉人钗。()，明月一天思子台。()；连舟藜杖，真人原为读书来。
笠翁对韵31,朝对()，去对()。庶矣对()。马肝对()，杏眼对()。佳兴适，()。朔雪对()。云移鳷鹊观，()。河边淑气迎芳草，()。柳媚花明，燕语莺声浑是笑；()。,()对暮，()对来。()对康哉。()对鸡肋，()对桃腮。()，好怀开。()对春雷。()，日晒凤凰台。()，林下轻风待落梅。()；松号柏舞，猿啼鹤唳总成哀。
笠翁对韵32,忠对()，博对()。忖度对()。香消对()，鹊喜对()。金花报，()。倒斝对()。岩巅横老树，()。雪满山中高士卧，()。绿柳沿堤，皆因苏子来时种；()。,()对信，()对赅。()对疑猜。()对烛暗，()对蛩哀。()，玉镜台。()对衔怀。()，石磴覆苍苔。()，月明林下美人来。()；碧桃满观，尽是刘郎去后栽。
笠翁对韵33,莲对()，凤对()。浊富对()。渔庄对()，松盖对()。萝月叟，()。国宝对()。草迎金埒马，()。巢燕三春尝唤友，()。古往今来，谁见泰山曾作砺；()。,()对菊，()对麟。()对清贫。()对佛舍，()对花茵。()，葛天民。()对家珍。()，花醉玉楼人。()，塞鸿八月始来宾。()；天长地久，人传沧海几扬尘。
笠翁对韵34,兄对()，吏对()。父子对()。勾丁对()，赴卯对()。折桂客，()。四皓对()。王乔云外鸟，()。人交好友求三益，()。文教南宣，武帝平蛮开百越；()。,()对弟，()对民。()对君臣。()对甫甲，()对同寅。()，簪花人。()对三仁。()，郭泰雨中巾。()，士有贤妻备五伦。()；义旗西指，韩侯扶汉卷三秦。
笠翁对韵35,申对()，侃对()。阿魏对()。楚兰对()，碧柳对()。花馥馥，()。粉颈对()。曹公奸似鬼，()。南阮才郎差北富，()。色艳北堂，草号忘忧忧甚事？()。,()对午，()对訚。()对茵陈。()对湘芷，()对青筠。()，叶蓁蓁。()对朱唇。()，尧帝智如神。()，东邻丑女效西颦。()？香浓南国，花名含笑笑何人。
笠翁对韵36,忧对()，戚对()。五典对()。佛经对()，夏耨对()。烹早韭，()。暮雨对()。竹间斜白接，()。掌握灵符五岳篆，()。金锁未开，上相趋听宫漏水；()。,()对喜，()对欣。()对三坟。()对仙语，()对春耘。()，剪春芹。()对朝云。()，花下醉红裙。()，腰悬宝剑七星纹。()；珠帘半卷，翻僚仰对御炉薰。
笠翁对韵37,词对()，懒对()。类聚对()。鸾箫对()，带草对()。燕许笔，()。旧话对()。赫赫周南仲，()。六国说成苏子贵，()。汉阙陈书，侃侃忠言推贾谊；()。,()对赋，()对勤。()对群分。()对凤笛，()对香芸。()，韩柳文。()对新闻。()，翮翮晋右军。()，两京收复郭公勋。()；唐廷对策，岩岩直谏有刘贲。
笠翁对韵38,言对()，绩对()。鹿豕对()。星冠对()，把袂对()。汤事葛，()。萝月对()。西池青乌使，()。文武成康为一代，()。桂苑秋宵，明月三杯邀曲客；()。,()对笑，()对勋。()对羊羵。()对月扇，()对书裾。()，说兴殷。()对松云。()，北塞黑鸦军。()，魏吴蜀汉定三分。()；松亭夏日，薰风一曲奏桐君。
笠翁对韵39,卑对()，季对()。永巷对()。山亭对()，旅舍对()。杨子渡，()。德重对()。承乾对出震，()。志士报君思犬马，()。远水平沙，有客泛舟桃叶渡；()。,()对长，()对昆。()对长门。()对水阁，()对军屯。()，谢公墩。()对年尊。()，叠坎对重坤。()，仁王养老察鸡豚。()；斜风细雨，何人携榼杏花村。
笠翁对韵40,君对()，祖对()。夕照对()。兰台对()，海岛对()。碑堕泪，()。报怨对()。陵埋金吐气，()。相府珠帘垂白昼，()。枫叶半山，秋去烟霞堪倚杖；()。,()对相，()对孙。()对朝曛。()对桂殿，()对山村。()，赋招魂。()对怀恩。()，田种玉生根。()，边城画角对黄昏。()；梨花满地，夜来风雨不开门。
笠翁对韵41,家对()，治对()。地主对()。坎男对()，周诰对()。三三暖，()。杜撰对()。古壁蛩声匝，()。燕出帘边春寂寂，()。池柳烟飘，日夕郎归青锁闼；()。,()对国，()对安。()对天官。()对离女，()对殷盘。()，九九寒。()对包弹。()，闲亭鹤影单。()，莺闻枕上漏珊珊。()；阶花雨过，月明人倚玉栏杆。
笠翁对韵42,肥对()，窄对()。黄犬对()。指环对()，洗钵对()。诛倭剑，()。画栋对()。双垂白玉箸，()。陕右棠高怀召伯，()。陌上芳春，弱柳当风披彩线；()。,()对瘦，()对宽。()对青鸾。()对腰带，()对投竿。()，进贤冠。()对雕栏。()，九转紫金丹。()，河南花满忆潘安。()；池中清晓，碧荷承露捧珠盘。
笠翁对韵43,行对()，听对()。鹿洞对()。蛟腾对()，虎踞对()。风凛凛，()。手辣对()。莺莺对燕燕，()。蓝水远从千涧落，()。至圣不凡，嬉戏六龄陈俎豆；()。,()对卧，()对看。()对鱼滩。()对豹变，()对龙蟠。()，雪漫漫。()对心酸。()，小小对端端。()，玉山高并两峰寒。()；老莱大孝，承欢七衮舞斑襕。
笠翁对韵44,林对()，岭对()。昼永对()。谋深对()，任大对()。裾袅袅，()。守塞对()。密云千里合，()。叔宝君臣皆纵逸，()。名动帝畿，西蜀三苏来日下；()。,()对坞，()对峦。()对春闲。()对望重，()对投艰。()，佩珊珊。()对当关。()，新月一钩弯。()，重华父母是嚣顽。()；壮游京洛，东吴二陆起云间。
笠翁对韵45,临对()，吝对()。讨逆对()。忠肝对()，雾鬓对()。埋笔冢，()。月貌对()。龙潜终得跃，()。陇树飞来鹦鹉绿，()。秋露横江，苏子月明游赤壁；()。,()对仿，()对悭。()对平蛮。()对义胆，()对云鬟。()，烂柯山。()对天颜。()，鸟倦亦知还。()，池筠密处鹧鸪斑。()；冻云迷岭，韩公雪拥过蓝关。
笠翁对韵46,寒对()，日对()。蹴踘对()。丹山对()，淡雨对()。歌宛转，()。雪鼓对()。荒芦栖南雁，()。洗耳尚逢高士笑，()。郭泰泛舟，折角半垂梅子雨；()。,()对暑，()对年。()对秋千。()对碧水，()对覃烟。()，貌婵娟。()对云笺。()，疏柳噪秋蝉。()，折腰肯受小儿怜。()；山涛骑马，接蘺倒着杏花天。
笠翁对韵47,轻对()，肥对()。碧玉对()。郊寒对()，酒圣对()。依玉树，()。凿井对()。杜甫春宵立，()。豪饮客吞波底月，()。斗草青郊，几行宝马嘶金勒；()。,()对重，()对坚。()对青钱。()对岛瘦，()对诗仙。()，步金莲。()对耕田。()，边韶白昼眠。()，酣游人醉水中天。()；看花紫陌，千里香车拥翠钿。
笠翁对韵48,吟对()，授对()。乐矣对()。风鹏对()，董杏对()。春九十，()。钟鼓对()。入山逢宰相，()。霞映武陵桃淡淡，()。七碗月团，啜罢清风生腋下；()。,()对咏，()对传。()对凄然。()对雪雁，()对周莲。()，岁三千。()对管弦。()，无事即神仙。()，烟荒隋堤柳绵绵。()；三杯云液，饮余红雨晕腮边。
笠翁对韵49,中对()，后对()。树下对()。玉桂对()，叠嶂对()。孙子策，()。盛席对()。解醉知茶力，()。丝剪芰荷开东沼，()。帝女衔石，海中遗魄为精卫；()。,()对外，()对先。()对花前。()对金屋，()对平川。()，祖生鞭。()对华筵。()，消愁识酒权。()，锦妆凫雁泛温泉。()；蜀王叫月，枝上游魂化杜鹃。
笠翁对韵50,翠对()，斧对()。水怪对()。秋声对()，白缣对()。臣五代，()。头柄对()。醉客歌金缕，()。风定落花闲不扫，()。千载兴周，尚父一竿投渭水；()。,()对管，()对瓢。()对花妖。()对春色，()对红绡。()，事三朝。()对弓腰。()，佳人品玉箫。()，霜余残叶湿难烧。()；百年霸越，钱王万弩射江潮。
笠翁对韵51,荣对()，夕对()。露地对()。商彝对()，殷簫对()。樊素口，()。六诏对()。朝天车奕奕，()。公子幽兰重泛舸，()。潘岳高怀，曾向秋天吟蟋蟀；()。,()对悴，()对朝。()对云霄。()对周鼎，()对虞韶。()，小蛮腰。()对三苗。()，出塞马萧萧。()，王孙芳草正联镳。()；王维清兴，尝于雪夜面芭蕉。
笠翁对韵52,耕对()，牧对()。琥珀对()。兔毫对()，桂楫对()。鱼潜藻，()。水远对()。湘灵能鼓瑟，()。雪点寒梅横小院，()。月牖通宵，绛蜡罢时光不减；()。,()对读，()对樵。()对琼瑶。()对鸿爪，()对兰桡。()，鹿藏樵。()对山遥。()，赢女解吹箫。()，风吹弱柳覆平桥。()；风帘当昼，雕盘停后篆难消。
笠翁对韵53,诗对()，卦对()。燕引对()。辰钟对()，野馔对()。雉方貌，()。猛虎对()。疏星浮荇叶，()。为邦自古推瑚琏，()。管鲍相知，能交忘形胶漆友；()。,()对礼，()对爻。()对莺调。()对暮鼓，()对山肴。()，鹊始巢。()对神獒。()，皓月上松梢。()，从政于今愧斗筲。()；蔺廉有隙，终对刎颈死生交。
笠翁对韵54,歌对()，笑对()。耳语对()。焉鸟对()，獭髓对()。宜久敬，()。一气对()。祭遵甘布被，()。花径风来逢客访，()。夜雨园中，一颗不雕王子柰；()。,()对舞，()对嘲。()对神交。()对亥豕，()对鸾胶。()，莫轻抛。()对同胞。()，张禄念绨袍。()，柴扉月到有僧敲。()；秋风江上，三重曾卷杜公茅。
笠翁对韵55,衙对()，廪对()。玉磬对()。竹林对()，起凤对()。鲛绡帐，()。露果对()。扬州输桔柚，()。断蛇埋地称孙叔，()。好梦难成，蛩响阶前偏唧唧；()。,()对舍，()对庖。()对金铙。()对梅岭，()对腾蛟。()，兽锦袍。()对风梢。()，荆土贡菁茅。()，渡蚁作桥识宋郊。()；良明远到，鸡声窗外正嘐嘐。
笠翁对韵56,茭对()，荻对()。山鹿对()。莺簧对()，浪麦对()。骐骥足，()。美誉对()。文人窥蠹简，()。马援南征栽薏苡，()。辩口悬河，万语千言常亹亹；()。,()对茨，()对蒿。()对江螯。()对蝶板，()对桃涛。()，凤凰毛。()对嘉褒。()，学士书兔毫。()，张骞西使进葡萄。()；词源倒峡，连篇累牍自滔滔。
笠翁对韵57,梅对()，李对()。檴朴对()。酒仙对()，德泽对()。悬一榻，()。拙逸对()。玉堂花烛绕，()。孤山看鹤盘云下，()。万事从人，有花有酒应自乐；()。,()对杏，()对桃。()对旌旄。()对诗史，()对思膏。()，梦三刀。()对贵劳。()，金殿月轮高。()，蜀道闻猿向月号。()；百年皆客，一丘一壑尽吾豪。
笠翁对韵58,台对()，署对()。分袂对()。鸣琴对()，返辙对()。良借箸，()。香茗对()。滴泉归海大，()。石室客来煎雀吞，()。被谪贾生，湘水凄凉吟服鸟；()。,()对省，()对曹。()对同胞。()对击剑，()对回艚。()，操提刀。()对醇醪。()，篑土积山高。()，画堂宾至饮羊羔。()；遭谗屈子，江潭憔悴著离骚。
笠翁对韵59,微对()，少对()。直干对()。蜂媒对()，雨笠对()。眉淡扫，()。妙舞对()。轻衫裁夏蔼，()。将相兼行唐李靖，()。月本阴精，岂有羿妻曾窃药；()。,()对巨，()对多。()对平柯。()对蝶使，()对烟蓑。()，面微酡。()对清歌。()，薄袂剪春罗。()，霸王杂用汉萧何。()；星为夜宿，浪传织女漫投梭。
笠翁对韵60,慈对()，虐对()。缥缈对()。长杨对()，嫩蕊对()。追风马，()。玉液对()。紫诏衔丹凤，()。画阁江城梅作调，()。门外雪飞，错认空中飘柳絮；()。,()对善，()对苛。()对婆娑。()对细柳，()对寒莎。()，挽日戈。()对金波。()，黄庭换白鹅。()，兰舟野渡竹为歌。()；岩边瀑响，误疑天半落银河。
笠翁对韵61,松对()，荇对()。薜荔对()。梯云对()，樵唱对()。升鼎雉，()。北海对()。吴郎哀废宅，()。丽水良金皆待冶，()。雨过皇州，琉璃色灿华清瓦；()。,()对竹，()对荷。()对藤萝。()对步月，()对渔歌。()，听经鹅。()对东坡。()，邵子乐行窝。()，昆山美玉总须磨。()；风来帝苑，荷芰香飘太液波。
笠翁对韵62,笼对()，巢对()。及第对()。冰清对()，地利对()。韩擒虎，()。青女对()。破头朱泚笏，()。留客酒杯应恨少，()。绿野凝烟，但听村前双牧笛；()。,()对槛，()对窝。()对登科。()对玉润，()对人和。()，荣驾鹅。()对素娥。()，折齿谢昆梭。()，动人诗句不须多。()；沧江积雪，惟看滩上一渔蓑。
笠翁对韵63,清对()，美对()。鄙吝对()。花须对()，屋角对()。志和宅，()。秋实对()。乾炉烹白雪，()。深宵望冷沙场月，()。满院松风，钟声隐隐为僧舍；()。,()对浊，()对嘉。()对矜夸。()对柳眼，()对檐牙。()，博望槎。()对春华。()，坤鼎炼丹砂。()，边塞听残野戍笳。()；半窗花月，锡影依依是道家。
笠翁对韵64,雷对()，雾对()。蚁阵对()。寄梅对()，酿酒对()。宜男草，()。杨柳对()。班姬辞帝辇，()。舞榭歌楼千万尺，()。珊枕半床，月明时梦飞塞外；()。,()对电，()对霞。()对蜂衙。()对怀桔，()对烹茶。()，益母花。()对蒹葭。()，蔡琰泣胡笳。()，竹芳茅舍三两家。()；银筝一奏，花落处人在天涯。
笠翁对韵65,圆对()，正对()。笑语对()。沈腰对()，孟笋对()。百舌鸟，()。帝里对()。尧仁敷率土，()。桥上授书曾纳履，()。远塞迢迢，露碛风沙何可极；()。,()对缺，()对斜。()对咨嗟。()对潘鬓，()对卢茶。()，两头蛇。()对仙家。()，舜德被流沙。()，壁间题句已笼纱。()；长沙渺渺，雪涛烟浪信无涯。
笠翁对韵66,疏对()，朴对()。义鹘对()。鹤群对()，白苎对()。读三到，()。肃静对()。围棋兼把钓，()。羽客片时能煮石，()。党尉粗豪，金帐笼香斟美酒；()。,()对密，()对华。()对慈鸦。()对雁阵，()对黄麻。()，吟八叉。()对喧哗。()，沉李并浮瓜。()，狐禅千劫似蒸沙。()；陶生清逸，银铛融雪啜团茶。
笠翁对韵67,台对()，沼对()。朝雨对()。游人对()，谢女对()。三寸舌，()。玉液对()。秦皇照胆镜，()。青萍夜啸芙蓉匣，()。元亨利贞，天地一机成化育；()。,()对阁，()对塘。()对夕阳。()对隐士，()对秋娘。()，九回肠。()对琼浆。()，徐肇返魂香。()，黄卷时摊薜荔床。()；仁义礼智，圣贤千古立纲常。
笠翁对韵68,红对()，绿对()。昼永对()。龙飞对()，锦缆对()。云弁使，()。故国对()。雄文能徙鳄，()。九日高峰惊落帽，()。僧占名山，云绕茂林藏古殿；()。,()对白，()对黄。()对更长。()对凤舞，()对牙樯。()，雪衣娘。()对他乡。()，艳曲为求凰。()，暮春曲水喜流觞。()；客栖胜地，风飘落叶响空廊。
笠翁对韵69,衰对()，弱对()。艳饰对()。御龙对()，破竹对()。读班马，()。水色对()。仙棋藏绿桔，()。池草入诗因有诗，()。风起画堂，帘箔影翻青荇沼；()。,()对壮，()对强。()对新妆。()对司马，()对穿杨。()，识求羊。()对山光。()，客枕梦黄梁。()，海棠带恨为无香。()；月斜金井，辘轳声度碧梧墙。
笠翁对韵70,臣对()，帝对()。日月对()。乌台对()，雪牖对()。香山社，()。节屋对()。芬椒涂内壁，()。贫女幸分东壁影，()。绣阁探春，丽日半笼青镜色；()。,()对子，()对王。()对风霜。()对紫府，()对云房。()，昼锦堂。()对岩廊。()，文杏饰高梁。()，幽人高卧北窗凉。()；水亭醉夏，熏风常透碧筒香。
笠翁对韵71,形对()，色对()。夏邑对()。江云对()，玉罄对()。人老老，()。晓燕对()。玄霜春玉杵，()。贾客君山秋弄笛，()。帝业独兴，尽道汉高能用将；()。,()对貌，()对声。()对周京。()对涧树，()对银筝。()，我卿卿。()对春莺。()，白露贮金茎。()，仙人缑岭夜吹笙。()；父书空读，谁言赵括善知兵。
笠翁对韵72,功对()，性对()。月上对()。乘龙对()，阆苑对()。春秋笔，()。东作对()。隋珠光照乘，()。三箭三人唐将勇，()。汉帝求贤，诏访严滩逢故旧；()。,()对业，()对情。()对云行。()对附骥，()对蓬瀛。()，月旦评。()对西成。()，和璧价连城。()，一琴一鹤赵公清。()；宋廷优老，年尊洛社重耆英。
笠翁对韵73,昏对()，晦对()。久雨对()。蓼湾对()，竹友对()。黄石叟，()。犬吠对()。暮山云外断，()。半榻清风宜午梦，()。王旦登庸，误我十年迟作相；()。,()对旦，()对明。()对新晴。()对花港，()对梅兄。()，丹丘生。()对鸡鸣。()，新水月中平。()，一犁好雨趁春耕。()；刘贲不第，愧他多士早成名。
笠翁对韵74,庚对()，乙对()。魏阙对()。梅妻对()，珠箔对()。鸳浴沼，()。鸿雁对()。人间寿者相，()。八月好修攀桂斧，()。江阁凭临，一水净连天际碧；()。,()对甲，()对丁。()对彤庭。()对鹤子，()对银屏。()，鹭飞汀。()对鹡鴒。()，天上老人星。()，三春须系护花铃。()；石栏闲倚，群山秀向雨余青。
