声对()，饱对()，虎节对()。杨花对()，白简对()。尨也吠，()，荡荡对()。春暄资日气，()。出使振威冯奉世，()。燕我弟兄，载咏棣棠韡韡  ；()。;()对色，()对饥，()对龙旗。()对桂叶，()对朱衣。()，燕于飞，()对巍巍。()，秋冷借霜威。()，治民异等尹翁归。()；命伊将帅，为歌杨柳依依  。
无对()，实对()，作赋对()。绿窗对()，宝马对()。伯乐马，()，弋雁对()。分金齐鲍叔，()。掷地金声孙绰赋，()。未遇殷宗，胥靡困傅岩之筑；()。;()对有，()对虚，()对观书。()对朱户，()对香车。()，浩然驴，()对求鱼。()，奉璧蔺相如。()，回文锦字窦滔书。()；既逢周后，太公舍渭水之渔。
终对()，疾对()，短褐对()。六朝对()，天禄对()。千字策，()，有若对()。花残无戏蝶，()。落叶舞风高复下，()。爱见人长，共服宣尼休假盖；()。;()对始，()对徐，()对华裾。()对三国，()对石渠。()，八行书，()对相如。()，藻密有潜鱼。()，小荷浮水卷还舒。()；恐彰已吝，谁知阮裕竟焚车。
麟对()，鳖对()，内史对()。犁锄对()，畎浍对()。犀角带，()，驷马对()。青衣能报赦，()。庭畔有人持短剑，()。波浪拍船，骇舟人之水宿  ；()。;()对凤，()对鱼，()对中书。()对耒耜，()对郊墟。()，象牙梳，()对安车。()，黄耳解传书。()，门前无客曳长裾。()；峰峦绕舍，乐隐者之山居  。
金对()，宝对()，玉兔对()。孤舟对()，一雁对()。横醉眼，()，李白对()。秋霜多过雁，()。日暧园林花易赏，()。人处岭南，善探巨象口中齿；()。;()对玉，()对珠，()对金鸟。()对短棹，()对双凫。()，捻吟须，()对杨朱。()，夜月有啼乌。()，雪寒村舍酒难沽。()；客居江右，偶夺骊龙颔下珠。
贤对()，智对()，傅粉对()。名缰对()，挈榼对()。鸠哺子，()，石帐对()。烟轻笼岸柳，()。鸜眼一方端石砚，()。曲沼鱼多，可使渔人结网  ；()。;()对圣，()对愚，()对施朱。()对利锁，()对提壶。()，燕调雏，()对郇厨。()，风急撼庭梧。()，龙涎三炷博山垆。()；平田兔少，漫劳耕者守株  。
秦对()，越对()，钓客对()。箕裘对()，杞梓对()。天欲晓，()，狡兔对()。读书甘刺股，()。韩信武能增四海，()。嘉遁幽人，适志竹篱茅舍  ；()。;()对赵，()对吴，()对耕夫。()对杖履，()对桑榆。()，日将晡，()对妖狐。()，煮粥惜焚须。()，左思文足赋三都。()；胜游公子，玩情柳陌花衢  。
岩对()，涧对()，远岸对()。鹤长对()，水雁对()。星拱北，()，汉露对()。桃林牛已放，()。叔侄去官闻广受，()。三月春浓，芍药丛中蝴蝶舞；()。;()对岫，()对溪，()对危堤。()对凫短，()对山鸡。()，月流西，()对汤霓。()，虞坂马长嘶。()，弟兄让国有夷齐。()；五更天晓，海棠枝上子规啼。
云对()，水对()，白璧对()。献瓜对()，禁鼓对()。徐稚榻，()，凤翥对()，有官清似水，()。截发惟闻陶侃母，()。秋望佳人，目送楼头千里雁；()。;()对雨，()对泥，()对玄圭。()对投李，()对征鼙。()，鲁班梯，()对鸾栖，()，无客醉如泥。()，断机只有乐羊妻。()；早行远客，梦惊枕上五更鸡。
熊对()，象对()，霹雳对()。杜鹃对()，桂岭对()。萧史凤，()，远近对()。水寒鱼不跃，()。杨柳和烟彭泽县，()。公子追欢，闲骤玉骢游绮陌；()。;()对虎，()对犀，()对虹霓。()对孔雀，()对梅溪。()，宋宗鸡，()对高低。()，林茂鸟频栖。()，桃花流水武陵溪。()；佳人倦绣，闷欹珊枕掩香闺。
河对()，汉对()，赤岸对()。鹭飞对()，宝钿对()。鱼圉圉，()，草履对()。古贤尝笃厚，()。孟训文公谈性善，()。缓抚琴弦，像流莺而并语  ；()。;()对海，()对淮，()对朱崖。()对鱼跃，()对金钗。()，鸟喈喈，()对芒鞋。()，时辈喜诙谐。()，颜师孔子问心斋。()；斜排筝柱。类过雁之相挨  。
丰对()，等对()，布袄对()。雁行对()，榆塞对()。挑荠女，()，菊径对()。诗成六义备，()。造律吏哀秦法酷，()。天欲飞霜，塞上有鸿行已过；()。;()对俭，()对差，()对荆钗。()对鱼阵，()对兰崖。()，采莲娃，()对苔阶。()，乐奏八音谐。()，知音人说郑声哇。()；云将作雨，庭前多蚁阵先排。
城对()，巷对()，破屋对()。桃枝对()，砌蚓对()。梅可望，()，季路对()。花藏沽酒市，()。马首不容孤竹扣，()。朝宰锦衣，贵束乌犀之带  ；()。;()对市，()对街，()对空阶。()对桂叶，()对墙蜗。()，橘堪怀，()对高柴。()，竹映读书斋。()，车轮终就洛阳埋。()；宫人宝髻，宜簪白燕之钗  。
增对()，闭对()，碧草对()。书签对()，两曜对()。周召虎，()，阆苑对()。薰风生殿阁，()。却马汉文思罢献，()。照耀八荒，赫赫丽天秋日  ；()。;()对损，()对开，()对苍苔。()对笔架，()对三台。()，宋桓魋，()对蓬莱。()，皓月照楼台。()，吞蝗唐太冀移灾。()；震惊百里，轰轰出地春雷  。
沙对()，火对()，雨雪对()。书淫对()，水浒对()。歌旧曲，()，舞馆对()。春棠经雨放，()。作酒固难忘曲蘖，()。月满庾楼，据胡床而可玩  ；()。;()对水，()对灰，()对风雷。()对传癖，()对岩隈。()，酿新醅，()对歌台。()，秋菊傲霜开。()，调羹必要用盐梅。()；花开唐苑，轰羯鼓以奚催  。
休对()，福对()，象箸对()。宫花对()，峻阁对()。花蓓蕾，()，剔藓对()。雨前庭蚁闹，()。元亮南窗今日傲，()。平展青茵，野外茸茸软草  ；()。;()对咎，()对灾，()对犀杯。()对御柳，()对高台。()，草根荄，()对剜苔。()，霜后阵鸿哀。()，孙弘东阁几时开。()；高张翠幄，庭前郁郁凉槐  。
邪对()，假对()，獬豸对()。韩卢对()，陆橘对()。韩五鬼，()，北魏对()。蝉鸣哀暮夏，()。野烧焰腾红烁烁，()。行无踪，居无庐，颂成酒德；()。;()对正，()对真，()对麒麟。()对苏雁，()对庄椿。()，李三人，()对西秦。()，莺啭怨残春。()，溪流波皱碧粼粼。()；动有时，藏有节，论著钱神。
哀对()，富对()，好友对()。弹琴对()，白日对()。金翡翠，()，虎爪对()。柳塘生细浪，()。闲爱登山穿谢屐，()。雪冷霜严，倚槛松筠同傲岁；()。;()对乐，()对贫，()对嘉宾。()对结绶，()对青春。()，玉麒麟，()对龙麟。()，花径起香尘。()，醉思漉酒脱陶巾。()；日迟风暖，满园花柳各争春。
香对()，炭对()，日观对()。禅心对()，野妇对()。仁无敌，()，万石对()。滔滔三峡水，()。充国功名当画阁，()。笃志诗书，思入圣贤绝域  ；()。;()对火，()对薪，()对天津。()对道眼，()对宫嫔。()，德有邻，()对千钧。()，冉冉一溪冰。()，子张言行贵书绅。()；忘情官爵，羞沾名利纤尘  。
家对()，武对()，四辅对()。九经对()，菊馥对()。歌北鄙，()，迩听对()。召公周太保，()。闻化蜀民皆草偃，()。巫峡夜深，猿啸苦哀巴地月；()。;()对国，()对文，()对三军。()对三史，()对兰芬。()，咏南薰，()对遥闻。()，李广汉将军。()，争权晋土已瓜分。()；衡峰秋早，雁飞高贴楚天云。
欹对()，见对()，偃武对()。羊车对()，朝旭对()。花有艳，()，马燧对()。山中梁宰相，()。施帐解围嘉道韫，()。好景有期，北岭几枝梅似雪；()。;()对正，()对闻，()对修文。()对鹤驾，()对晚曛。()，竹成文，()对羊欣。()，树下汉将军。()，当垆沽酒叹文君。()；丰年先兆，西郊千顷稼如云。
尧对()，夏对()，蔡惠对()。山明对()，五典对()。唐李杜，()，事父对()。雨晴鸠唤妇，()。酒量洪深周仆射，()。鸟翼长随，凤兮洵众离长  ；()。;()对舜，()对殷，()对刘蕡。()对水秀，()对三坟。()，晋机云，()对忠君。()，霜冷雁呼群。()，诗才俊逸鲍参军。()；狐威不假，虎也真百兽尊  。
幽对()，寂对()，柳岸对()。莺朋对()，早暮对()。鱼跃沼，()，醉胆对()。轻尘生范甑，()。缕缕轻烟芳草渡，()。诣阙王通，献太平十二策  ；()。;()对显，()对喧，()对桃源。()对燕友，()对寒暄。()，鹤乘轩，()对吟魂。()，积雪拥袁门。()，丝丝微雨杏花村。()；出关老子，著道德五千言  。
儿对()，子对()，药圃对()。高楼对()，赤豹对()。妃子骑，()，旷野对()。匏巴能鼓瑟，()。馥馥早梅思驿使，()。秋夕月明，苏子黄岗游绝壁；()。;()对女，()对孙，()对花村。()对邃阁，()对玄猿。()，夫人轩，()对平原。()，伯氏善吹埙。()，萋萋芳草怨王孙。()；春朝花发，石家金谷启芳园。
歌对()，德对()，犬马对()。龙池对()，雨骤对()。刘向阁，()，唳鹤对()。柳摇春白昼，()，岁冷松筠皆有节，()。噪晚齐蝉，岁岁秋来泣恨  ；()。;()对舞，()对恩，()对鸡豚。()对凤沼，()对云屯。()，李膺门，()对啼猿。()，梅弄月黄昏，()，春喧桃李本无言。()；啼宵蜀鸟，年年春去伤魂  。
多对()，易对()，虎踞对()。龙舟对()，白鹤对()。风淅淅，()，绣毂对()。鱼游荷叶沼，()。有酒阮貂奚用解，()。丁固梦松，柯叶忽然生腹上；()。;()对少，()对难，()对龙蟠。()对凤辇，()对青鸾。()，露漙漙，()对雕鞍。()，鹭立蓼花滩。()，无鱼冯铗必须弹。()；文郎画竹，枝梢倏尔长毫端。
寒对()，湿对()，鲁隐对()。寒毡对()，夜饮对()。叔子带，()，郏鄏对()。嘉禾忧夏旱，()。杨柳绿遮元亮宅，()。江水流长，环绕似青罗带  ；()。;()对暑，()对干，()对齐桓。()对暖席，()对晨餐。()，仲由冠，()对邯郸。()，衰柳耐秋寒。()，杏花红映仲尼坛。()；海蟾轮满，澄明如白玉盘  。
横对()，窄对()，黑志对()。朱帘对()，彩槛对()。春既老，()，百辟对()。怀仁称足足，()。好马君王曾市骨，()。世仰双仙，元礼舟中携郭泰；()。;()对竖，()对宽，()对弹丸。()对画栋，()对雕栏。()，夜将阑，()对千官。()，抱义美般般。()，食猪处士仅思肝。()；人称连壁，夏侯车上并潘安。
兴对()，附对()，露草对()，歌廉对()，习孔对()。山垒垒，()，奉壁对()。礼由公旦作，()。驴困客方经灞水，()。几夜霜飞，已有苍鸿辞北塞；()。;()对废，()对攀，()对霜菅，()对借寇，()对希颜。()，水潺潺，()对探镮。()，诗本仲尼删。()，鸡鸣人已出函关。()；数朝雾暗，岂无玄豹隐南山。
犹对()，侈对()，雾髻对()。莺啼对()，独鹤对()。黄牛峡，()，结草对()。昆山惟玉集，()。阮籍旧能为眼白，()。栖迟避世人，草衣木食    ；()。;()对尚，()对悭，()对烟鬟。()对鹊噪，()对双鹇。()，金马山，()对衔环。()，合浦有珠还。()，老莱新爱着衣斑。()；窈窕倾城女，云鬓花颜    。
姚对()，柳对()，赏善对()。愁中对()，巧慧对()。孔北海，()，使越对()，淫声闻濮上，()。骁将袍披仁贵白，()。茅舍无人，难却尘埃生榻上；()。;()对宋，()对颜，()对惩奸。()对梦里，()对痴顽。()，谢东山，()对征蛮，()，离曲听阳关。()，小儿衣着老莱斑。()；竹亭有客，尚留风月在窗间。
晴对()，地对()，天地对()。山川对()，赤壁对()。郏鄏鼎，()，木笔对()。金城三月柳，()。何处春朝风景好，()。珠缀花梢，千点蔷薇香露  ；()。;()对雨，()对天，()对山川。()对草木，()对青田。()，武城弦，()对苔钱。()，玉井九秋莲。()，谁家秋夜月华圆。()；练横树杪，几丝杨柳残烟  。
前对()，后对()，众丑对()。莺簧对()，虎穴对()。击石磬，()，鼠目对()。春园花柳地，()。白羽频挥闲客坐，()。野店几家，羊角风摇沽酒旆；()。;()对后，()对先，()对孤妍。()对蝶板，()对龙渊。()，观韦编，()对鸢肩。()，秋沼芰荷天。()，乌纱半坠醉翁眠。()；长川一带，鸭头波泛卖鱼船。
离对()，震对()，一日对()，尧天对()，蜀水对()。苏武节，()，涧壑对()。挥戈能退日，()。寒食芳辰花烂熳，()。梦里荣华，飘忽枕中之客  ；()。;()对坎，()对乾，()对千年，()对舜日，()对秦川。()，郑虔毡，()对林泉。()，持管莫窥天。()，中秋佳节月婵娟。()；壶中日月，安闲市上之仙  。
恭对()，吝对()，水远对()。松轩对()，雪赋对()。乘五马，()，烛灭对()。明蟾常彻夜，()。楼阁天凉风飒飒，()。几点鹭鸶，日暮常飞红蓼岸；()。;()对慢，()对骄，()对山遥。()对竹槛，()对风谣。()，贯双雕，()对香消。()，骤雨不终朝。()，关河地隔雨潇潇。()；一双鸂鶒，春朝频泛绿杨桥。
开对()，暗对()，赵瑟对()。轺车对()，锦绣对()。羞攘臂，()，范甑对()。寒天鸳帐酒，()。舞女腰肢杨柳软，()。豪客寻春，南陌草青香阵阵；()。;()对落，()对昭，()对虞韶。()对驿骑，()对琼瑶。()，懒折腰，()对颜瓢。()，夜月凤台箫。()，佳人颜貌海棠娇。()；闲人避暑，东堂蕉绿影摇摇。
班对()，董对()，夏昼对()。雷声对()，麦穗对()。八千路，()，总角对()。露桃匀嫩脸，()。贾谊赋成伤鵩鸟，()。幽寺寻僧，逸兴岂知俄尔尽；()。;()对马，()对晁，()对春宵。()对电影，()对禾苗。()，廿四桥，()对垂髫。()，风柳舞纤腰。()，周公诗就托鸱鸮。()；长亭送客，离魂不觉黯然消。
风对()，象对()，巨蟒对()。天文对()，蟋蟀对()。龙生矫，()，北学对()。筑台须垒土，()。潘岳不忘秋兴赋，()。抚养群黎，已见国家隆治  ；()。;()对雅，()对爻，()对长蛟。()对地理，()对螵蛸。()，虎咆哮，()对东胶。()，成屋必诛茅。()，边韶常被昼眠嘲。()；滋生万物，方知天地泰交  。
蛇对()，蜃对()，麟薮对()。风声对()，麦穗对()。何妥难，()，楚甸对()。五音惟耳听，()。葛被汤征因仇饷，()。高矣若天，洵是圣人大道  ；()。;()对虺，()对蛟，()对鹊巢。()对月色，()对桑苞。()，子云嘲，()对商郊。()，万虑在心包。()，楚遭齐伐责包茅。()；淡而如水，实为君子神交  。
牛对()，犬对()，旨酒对()。桃红对()，竹叶对()，藜杖叟，()，北野对()。白驹形皎皎，()。花圃春残无客到，()。墙畔佳人，飘扬竞把秋千舞；()。;()对马，()对猫，()对嘉肴。()对柳绿，()对松梢，()，布衣樵，()对东郊。()，黄鸟语交交。()，柴门夜永有僧敲。()；楼前公子，笑语争将蹴踘抛。
琴对()，剑对()，地迥对()。峨冠对()，紫绶对()。煎异茗，()，虎兕对()。武夫攻骑射，()。秋雨一川淇澳竹，()。螺髻青浓，楼外晚山千仞  ；()。;()对瑟，()对刀，()对天高。()对博带，()对绯袍。()，酌香醪，()对猿猱。()，野妇务蚕缫。()，春风两岸武陵桃。()；鸭头绿腻，溪中春水半篙  。
刑对()，贬对()，破斧对()。梧桐对()，枳棘对()。雷焕剑，()，橄榄对()。一椽书舍小，()。李白能诗时秉笔，()。礼别尊卑，拱北众星常灿灿；()。;()对赏，()对褒，()对征袍。()对橘柚，()对蓬蒿。()，吕虔刀，()对葡萄。()，百尺酒楼高。()，刘伶爱酒每哺糟。()；势分高下，朝东万水自滔滔。
瓜对()，李对()，犬子对()。春分对()，谷水对()。双凤翼，()，主逸对()。水流无限阔，()。雨打村童新牧笠，()。俊士居官，荣引鹓鸿之序  ；()。;()对果，()对桃，()对羊羔。()对夏至，()对山涛。()，九牛毛，()对臣劳。()，山耸有余高。()，尘生边将旧征袍。()；忠臣报国，誓殚犬马之劳  。
山对()，海对()，雪竹对()。新欢对()，痛饮对()。琴再抚，()，媚柳对()。荷盘从雨洗，()。饮酒岂知欹醉帽，()。山寺清幽，直踞千寻云岭  ；()。;()对水，()对河，()对烟萝。()对旧恨，()对高歌。()，剑重磨，()对枯荷。()，柳线任风搓。()，观棋不觉烂樵柯。()；江楼宏敞，遥临万顷烟波  。
繁对()，少对()，里咏对()。宦情对()，银鹿对()。刺史鸭，()，玉律对()。古堤垂亸柳，()。命驾吕因思叔夜，()。千尺水帘，今古无人能手卷；()。;()对简，()对多，()对途歌。()对旅况，()对铜驼。()，将军鹅，()对金科。()，曲沼长新荷。()，引车蔺为避廉颇。()；一轮月镜，乾坤何匠用功磨。
霜对()，浪对()，径菊对()。酒阑对()，日暖对()。梁父咏，()，放鹤对()。史才推永叔，()。种橘犹嫌千树少，()。林下风生，黄发村童推牧笠；()。;()对露，()对波，()对池荷。()对歌罢，()对风和。()，楚狂歌，()对观鹅。()，刀笔仰萧何。()，寄梅谁信一枝多。()；江头日出，皓眉溪叟晒渔蓑。
松对()，缕对()，蚁阵对()。頳鳞对()，冻雀对()，白堕酒，()，品笛对()。秋凉梧堕叶，()。雨长苔痕侵壁砌，()。飒飒秋风，度城头之筚篥  ；()。;()对柏，()对麻，()对蜂衙。()对白鹭，()对昏鸦，()，碧沉茶，()对吹笳。()，春暖杏开花。()，月移梅影上窗纱。()；迟迟晚照，动江上之琵琶  。
优对()，凸对()，翠竹对()。松杉对()，菽麦对()。山不断，()，煮酒对()。鱼游池面水，()。百亩风翻陶令秫，()。闲捧竹根，饮李白一壶之酒；()。;()对劣，()对凹，()对黄花。()对杞梓，()对桑麻。()，水无涯，()对烹茶。()，鹭立岸头沙。()，一畦雨熟邵平瓜。()；偶擎桐叶，啜卢同七碗之茶。
吴对()，蜀对()，落日对()。酒钱对()，柏叶对()。驰驿骑，()，碧玉对()。设桥偏送笋，()。楚国大夫沉汨水，()。书箧琴囊，乃士流活计    ；()。;()对楚，()对巴，()对流霞。()对诗债，()对松花。()，泛仙槎，()对丹砂。()，开道竟还瓜。()，洛阳才子谪长沙。()；药炉茶鼎，实闲客生涯    。
高对()，短对()，柳影对()。词人对()，五帝对()。深院落，()，晚眺对()。绛霄唐帝殿，()。寒集谢庄衣上雪，()。人浴兰汤，事不忘于端午  ；()。;()对下，()对长，()对花香。()对赋客，()对三王。()，小池塘，()对晨妆。()，绿野晋公堂。()，秋添潘岳鬓边霜。()；客斟菊酒，兴常记于重阳  。
尧对()，禹对()，晋宋对()。奇花对()，夏日对()。八叉手，()，地久对()。一堤杨柳绿，()。闻鼓塞兵方战斗，()。春饮方归，纱帽半淹邻舍酒；()。;()对舜，()对汤，()对隋唐。()对异卉，()对秋霜。()，九回肠，()对天长。()，三径菊花黄。()，听钟宫女正梳妆。()；早朝初退，衮衣微惹御炉香。
荀对()，老对()，亸柳对()。仙宫对()，小阁对()。风月窟，()，蟋蟀对()。暖烟香霭霭，()。伍子欲酬渔父剑，()。三月韶光，常忆花明柳媚  ；()。;()对孟，()对庄，()对垂杨。()对梵宇，()对长廊。()，水云乡，()对螳螂。()，寒烛影煌煌。()，韩生尝窃贾公香。()；一年好景，难忘橘绿橙黄  。
深对()，重对()，有影对()。蜂腰对()，宿醉对()。天北缺，()，独卧对()。寒冰三尺厚，()。万卷书容闲客览，()。心侈唐玄，厌看霓裳之曲  ；()。;()对浅，()对轻，()对无声。()对蝶翅，()对余酲。()，日东生，()对同行。()，秋月十分明。()，一樽酒待故人倾。()；意骄陈主，饱闻玉树之赓  。
虚对()，送对()，后甲对()。鼓琴对()，搏虎对()。金匼匝，()，玉宁对()。花间双粉蝶，()。贫里每甘藜藿味，()。肠断秋闺，凉吹已侵重被冷；()。;()对实，()对迎，()对先庚。()对舍瑟，()对骑鲸。()，玉瑽琤，()对金茎。()，柳内几黄莺。()，醉中厌听管弦声。()；梦惊晓枕，残蟾犹照半窗明。
渔对()，钓对()，玉振对()。雉城对()，柳枭对()。吹玉笛，()，阮杖对()。墨呼松处士，()。露浥好花潘岳县，()，抚动琴弦，遽觉座中风雨至；()。;()对猎，()对耕，()对金声。()对雁塞，()对葵倾。()，弄银笙，()对桓筝。()，纸号楮先生。()，风搓细柳亚夫营，()；哦成诗句，应知窗外鬼神惊。
红对()，白对()，渔火对()。唐诗对()，释典对()。龟曳尾，()，月榭对()。一轮秋夜月，()。晋士只知山简醉，()。绣倦佳人，慵把鸳鸯文作枕；()。;()对紫，()对青，()对禅灯。()对汉史，()对仙经。()，鹤梳翎，()对风亭。()，几点晓天星。()，楚人谁识屈原醒。()；吮毫画者，思将孔雀写为屏。
行对()，醉对()，佩紫对()。棋枰对()，雨雪对()。狂蛱蝶，()，水岸对()。天台孙绰赋，()。传信子卿千里雁，()。冉冉白云，夜半高遮千里月；()。;()对坐，()对醒，()对纡青。()对笔架，()对雷霆。()，小蜻蜓，()对沙汀。()，剑阁孟阳铭。()，照书车胤一囊萤。()；澄澄碧水，宵中寒映一天星。
书对()，传对()，鹦鹉对()。黄茅对()，绿草对()。风绕铎，()，水阁对()。渚莲千朵白，()。汉代宫中生秀柞，()。一枰决胜，棋子分黑白    ；()。;()对史，()对经，()对鹡鸰。()对白荻，()对青萍。()，雨淋铃，()对山亭。()，岸柳两行青。()，尧时阶畔长祥蓂。()；半幅通灵，画色间丹青    。
新对()，降对()，白犬对()。葛巾对()。涧水对()。张兔网，()，燕雀对()。炉中煎药火，()。织锦逐梭成舞凤，()。宴客刘公，座上满斟三雅爵；()。;()对旧，()对升，()对苍鹰。()对藜杖。()对池冰。()，挂鱼罾，()对鹏鹍。()，窗下读书灯。()，画屏误笔作飞蝇。()；迎仙汉帝，宫中高插九光灯。
儒对()，佛对()，面友对()。春残对()，夜寝对()。千里马，()，霞蔚对()。寒堆阴岭雪，()。亚父愤生撞玉斗，()。将军元晖，莫怪人讥为饿虎；()。;()对士，()对僧，()对心朋。()对夏老，()对晨兴。()，九霄鹏，()对云蒸。()，春泮水池冰。()，周公誓死作金滕。()；侍中卢昶，难逃世号作饥鹰。
规对()，墨对()，独步时()。吟哦对()，访友对()。风绕屋，()，紫鹄对()。鸟寒惊夜月，()。扬子口中飞白凤，()。巨鲤跃池，翻几重之密藻  ；()。;()对矩，()对绳，()时同登。()对讽咏，()对寻僧。()，水襄陵，()对苍鹰。()，鱼暖上春冰。()，何郎鼻上集青蝇。()；颠猿饮涧，挂百尺之垂藤  。
荣对()，喜对()，夜宴对()。燕关对()，蜀犬对()。茶敌睡，()，青眼对()。马迁修史记，()。适兴子猷常泛棹，()。窗下佳人，妆罢重将金插鬓；()。;()对辱，()对忧，()对春游。()对楚水，()对吴牛。()，酒消愁，()对白头。()，孔子作春秋。()，思归王粲强登楼。()；筵前舞妓，曲终还要锦缠头。
唇对()，角对()，策马对()。毫尖对()，绮阁对()。杨柳岸，()，语燕对()。客乘金络马，()。绿野耕夫春举耜，()。波浪千层，喜见蛟龙得水  ；()。;()对齿，()对头，()对骑牛。()对笔底，()对雕镂。()，荻芦洲，()对啼鸠。()，人泛木兰舟。()，碧池渔父晚垂钩。()；云霄万里，惊看雕鹗横秋  。
庵对()，殿对()，酒艇对()。金龙对()，豮豕对()。王郎帽，()，四季对()。峰峦扶地秀，()。一湾绿水渔村小，()。龙马呈河，羲皇阐微而画卦；()。;()对寺，()对楼，()对渔舟。()对彩凤，()对童牛。()，苏子裘，()对三秋。()，江汉接天流。()，万里青山佛寺幽。()；神龟出洛，禹王取法以陈畴。
